peak_load,beta,policy,accuracy,mean_confidence,comm_MB_per_1k_queries,J_per_query,forwarded_on_arrival,skipped_on_escalation,olt_rate_error,final_user,final_onu,final_olt,J_stepwise_same_accuracy,saving_same_accuracy
2.0,0.1,stepwise,0.5011610588857037,0.8758456008182667,0.2550379386000032,21.760868272188574,0.0,0.0,nan,0.8994282785900741,0.0908348413753343,0.009736880034591548,21.760868272188574,0.0
2.0,0.1,skip_onu,0.5304677866213987,0.8793780163277122,0.4349496981246897,46.614327459428786,0.0,0.10057172140992585,nan,0.8994282785900741,0.0,0.10057172140992585,29.212136793573485,-0.5957178274505304
2.0,0.1,schedule,0.5011610588857037,0.8758456008182667,0.2550379386000032,21.760868272188574,0.0,0.0,nan,0.8994282785900741,0.0908348413753343,0.009736880034591548,21.760868272188574,0.0
2.0,0.1,broadcast,0.5144691959066668,0.8778521927988436,0.38424134010217315,21.981840337346387,0.03183703537626315,0.0020498694809666417,0.20749364682433455,0.870666047435261,0.08615857662187916,0.04317537594285989,25.144477092555164,0.12577858523632524
2.0,0.1,piggyback,0.5011770734910238,0.875849169827188,0.25523123488621624,21.779661596044974,3.2029210640103776e-05,0.0,1.8258005181798553,0.8993962493794341,0.09081882677001425,0.009784923850551703,21.76494000362103,-0.0006763902138711142
2.0,0.1,oracle,0.5147254295917877,0.8778542648898042,0.3840777028650129,21.59598780871238,0.031949137613503514,0.001985811059686434,nan,0.870698076645901,0.08609451820059895,0.043207405153499995,25.20962479547438,0.14334354501819946
2.0,0.2,stepwise,0.54941306471502,0.8839307403435175,0.55500875998911,34.02899507816274,0.0,0.0,nan,0.7991127908652691,0.16094678346652147,0.039940425668209406,34.02899507816274,0.0
2.0,0.2,skip_onu,0.5948785292186474,0.8891104705520614,0.858623064234582,76.04731315348789,0.0,0.20088720913473088,nan,0.7991127908652691,0.0,0.20088720913473088,55.40048409846696,-0.3726831884415296
2.0,0.2,schedule,0.54941306471502,0.8839307403435175,0.55500875998911,34.02899507816274,0.0,0.0,nan,0.7991127908652691,0.16094678346652147,0.039940425668209406,34.02899507816274,0.0
2.0,0.2,broadcast,0.5627692455519434,0.8858986673039154,0.6892944285188092,34.10842204289699,0.035376263151994616,0.00406770975129318,0.20763963017101023,0.7708149832647374,0.15202664830325258,0.07715836843200999,40.26218618806054,0.1528422752907641
2.0,0.2,piggyback,0.54941306471502,0.8839307403435175,0.55500875998911,34.02899507816274,0.0,0.0,1.6773772026537395,0.7991127908652691,0.16094678346652147,0.039940425668209406,34.02899507816274,0.0
2.0,0.2,oracle,0.5624489534455424,0.8858347667427876,0.6846405842128022,33.61496803111823,0.03422321156895088,0.0038595198821325047,nan,0.7717278157679804,0.15244302804157392,0.07582915619044568,40.112709183027015,0.16198709297496638
2.0,0.3,stepwise,0.5909389363099147,0.8915195361797048,0.8970304117355028,53.40868878075858,0.0,0.0,nan,0.7001585445926685,0.21014365100972088,0.08969780439761062,53.40868878075858,0.0
2.0,0.3,skip_onu,0.6441874989990871,0.8975374430451677,1.2759557356308953,104.39693300661592,0.0,0.2998414554073315,nan,0.7001585445926685,0.0,0.2998414554073315,81.04388848901763,-0.2881530606809777
2.0,0.3,schedule,0.5909389363099147,0.8915195361797048,0.8970304117355028,53.40868878075858,0.0,0.0,nan,0.7001585445926685,0.21014365100972088,0.08969780439761062,53.40868878075858,0.0
2.0,0.3,broadcast,0.6044072193840783,0.8934688628843315,1.039115641465016,53.13575205967622,0.04098137501401278,0.005861345547138991,0.20657610063951382,0.671620517912336,0.19720384991111894,0.13117563217654502,60.218037814062534,0.11761070289693842
2.0,0.3,piggyback,0.5909229217045946,0.8915201897079491,0.8970381948336883,53.39819450227811,0.0,4.8043815960155664e-05,1.4760085591766483,0.7001585445926685,0.21011162179908077,0.08972983360825072,53.401214930506896,5.656103953288749e-05
2.0,0.3,oracle,0.6038947520138366,0.8933803708740728,1.0331197091747675,52.69553242670743,0.03995644027352946,0.004355972647054113,nan,0.672517335810259,0.19848501833672308,0.12899764585301796,59.95894248818175,0.12113972928902106
2.0,0.4,stepwise,0.637365277132745,0.8995872187980549,1.273929055298432,76.88110595976953,0.0,0.0,nan,0.5995547939721025,0.24029915282737857,0.16014605320051886,76.88110595976953,0.0
2.0,0.4,skip_onu,0.6917188475890012,0.9054320556703132,1.6979628781448681,133.5426772822391,0.0,0.40044520602789746,nan,0.5995547939721025,0.0,0.40044520602789746,110.49495344925923,-0.20858621243334619
2.0,0.4,schedule,0.637365277132745,0.8995872187980549,1.273929055298432,76.88110595976953,0.0,0.0,nan,0.5995547939721025,0.24029915282737857,0.16014605320051886,76.88110595976953,0.0
2.0,0.4,broadcast,0.6511378377079897,0.9014195314074234,1.4160482359912239,76.70576935426317,0.045113143186586165,0.009768909245231652,0.20497870194472745,0.5723139503226943,0.2235799048732444,0.2041061448040613,85.2848453380639,0.10059320562514718
2.0,0.4,piggyback,0.6375414377912656,0.899621467541191,1.2764312412920582,76.97766897714817,0.0003523213170411415,0.0015213875054049292,1.2932884469931079,0.5993626187082619,0.23930624729753536,0.1613311339942027,76.98859564949188,0.00014192585605099506
2.0,0.4,oracle,0.6511218231026696,0.9014340411458555,1.419906827026248,76.22845766522218,0.04821997661867623,0.005348878176897331,nan,0.5705042999215284,0.22562977435421103,0.20386592572426052,85.27507354808913,0.10608745916548867
2.0,0.5,stepwise,0.6847204650641385,0.9071202412160175,1.6703073202760919,105.77628891513744,0.0,0.0,nan,0.4997838028281793,0.25029226654709097,0.24992393062472976,105.77628891513744,0.0
2.0,0.5,skip_onu,0.7387217142033534,0.9123784818575317,2.1102848998286436,163.21979890934438,0.0,0.5002161971718208,nan,0.4997838028281793,0.0,0.5002161971718208,142.30272298580113,-0.14698999066680085
2.0,0.5,schedule,0.6854571369088609,0.9071892363705549,1.6759001329212242,106.29829717623612,0.0,0.006790192655702,nan,0.4997838028281793,0.24705731627244046,0.2531588808993802,106.272990445045,-0.00023812947283352592
2.0,0.5,broadcast,0.6977083099787006,0.908768801466804,1.8101445798568294,105.56607311091805,0.04964527649216085,0.018336723091459412,0.20354596889213677,0.47513732524061947,0.22873660778630112,0.29612606697307947,114.53335284459465,0.07829404720076527
