peak_load,beta,policy,accuracy,mean_confidence,comm_MB_per_1k_queries,J_per_query,forwarded_on_arrival,skipped_on_escalation,olt_rate_error,final_user,final_onu,final_olt,J_stepwise_same_accuracy,saving_same_accuracy
2.0,0.1,stepwise,0.5011610588857037,0.8758456008182667,0.2550379386000032,35.48036993641811,0.0,0.0,nan,0.8994282785900741,0.0908348413753343,0.009736880034591548,35.48036993641811,0.0
2.0,0.1,skip_onu,0.5304677866213987,0.8793780163277122,0.4349496981246897,46.03756853075684,0.0,0.10057172140992585,nan,0.8994282785900741,0.0,0.10057172140992585,51.73552545313791,0.11013625303839392
2.0,0.1,schedule,0.5127396185321013,0.877216230321368,0.3254280864148103,35.59643450297369,0.0,0.039940425668209406,nan,0.8994282785900741,0.05480197940521756,0.04576974200470829,41.902488755318885,0.150493549181962
2.0,0.1,broadcast,0.5104014861553737,0.8769854463914362,0.3129739762663549,34.88582043533314,0.0003523213170411415,0.03183703537626315,0.18886642076669666,0.8990599426677129,0.06228080008968179,0.03865925724260526,40.60562935343854,0.14086246190938645
2.0,0.1,piggyback,0.5028425924443092,0.8760338035900277,0.26479938503915573,35.4205316481835,0.0,0.0054769950194577454,0.5602918036369852,0.8994282785900741,0.08593437214739842,0.014637349262527424,36.41304279393482,0.027257023022438598
2.0,0.1,oracle,0.5096487997053313,0.8768775833560926,0.30717982800313887,34.461170801741964,0.0,0.029498902999535576,nan,0.8994282785900741,0.06428262575468828,0.03628909565523758,40.188147217216766,0.1425041165625407
2.0,0.2,stepwise,0.54941306471502,0.8839307403435175,0.55500875998911,62.24363964782615,0.0,0.0,nan,0.7991127908652691,0.16094678346652147,0.039940425668209406,62.24363964782615,0.0
2.0,0.2,skip_onu,0.5948785292186474,0.8891104705520614,0.858623064234582,75.8792723852079,0.0,0.20088720913473088,nan,0.7991127908652691,0.0,0.20088720913473088,97.56991711264038,0.22230873377079474
2.0,0.2,schedule,0.5730826513780568,0.8866971525469183,0.7179124641673207,61.78632051122033,0.0,0.1081466297263104,nan,0.7991127908652691,0.07456400237016159,0.1263232067645693,80.550470338125,0.2329489790455449
2.0,0.2,broadcast,0.5668849991191967,0.8860281775309351,0.6772602213218455,59.0629842108752,0.00043239434364140093,0.08044136252262063,0.18858032157449084,0.7987444549429079,0.0967602453437535,0.10449529971333857,75.75700384479231,0.2203627227407131
