peak_load,beta,policy,accuracy,mean_confidence,comm_MB_per_1k_queries,J_per_query,forwarded_on_arrival,skipped_on_escalation,olt_rate_error,final_user,final_onu,final_olt,J_stepwise_same_accuracy,saving_same_accuracy
2.0,0.1,stepwise,0.5017259541366178,0.8757401376310434,0.2551105745077384,35.40399238484427,0.0,0.0,nan,0.8994733003808444,0.09055992221051778,0.009966777408637873,35.40399238484427,0.0
2.0,0.1,skip_onu,0.5310428652459283,0.8792761279780901,0.43364706263673936,45.98927207998488,0.0,0.10052669961915565,nan,0.8994733003808444,0.0,0.10052669961915565,50.9046677310935,0.09656080415011148
2.0,0.1,schedule,0.5136698808848553,0.8771419547795873,0.3264577262782595,35.32185669546216,0.0,0.04028846932987602,nan,0.8994733003808444,0.05416092699132971,0.046365772627825944,41.71908234072355,0.15334051676915295
2.0,0.1,broadcast,0.5114010209869541,0.8768804009614981,0.3141299408475813,34.314111251569,0.0009075439591605219,0.031553358722956,0.19209570989246025,0.8985981687059396,0.06210193663398428,0.03929989466007617,40.519472308399145,0.15314515968027187
2.0,0.1,piggyback,0.5029252086540799,0.8758697766190604,0.2609378494449396,35.69823237261671,0.0,0.003370877562596224,0.7251568903005512,0.8994733003808444,0.08748075520622316,0.013045944412932501,36.03807197335858,0.009430016150506204
2.0,0.1,oracle,0.5107689814439673,0.8767778637256828,0.3071310266591038,34.1815841535415,0.0,0.029576209383356294,nan,0.8994733003808444,0.06385219998379386,0.036674499635361804,40.18529522796594,0.14940069596020555
2.0,0.2,stepwise,0.5510412446317154,0.8837617530505387,0.5536393485130865,61.47837330172452,0.0,0.0,nan,0.7994489911676526,0.16050563163438944,0.040045377197958025,61.47837330172452,0.0
2.0,0.2,skip_onu,0.5963049995948464,0.8889996891802853,0.8569168786970262,75.23835420962935,0.0,0.20055100883234747,nan,0.7994489911676526,0.0,0.20055100883234747,94.67606097982298,0.20530751458212992
2.0,0.2,schedule,0.5752532209707479,0.8865610866520481,0.7151967911838586,60.32490216117205,0.0,0.10743051616562677,nan,0.7994489911676526,0.07456445993031359,0.12598654890203387,79.05695904273853,0.23694380745709998
2.0,0.2,broadcast,0.569905194068552,0.8859730837712623,0.6835976339032492,57.83218006674525,0.0013937282229965157,0.08197066688274857,0.19147528455196708,0.7982659427923183,0.09448180860546147,0.10725224860222024,75.17413889914106,0.2306904885955927
2.0,0.2,piggyback,0.5587067498581962,0.8845601907371604,0.5995472328012317,61.57059163905529,0.0,0.03059719633741188,0.6770963394971684,0.7994489911676526,0.13590470788428816,0.06464630094805932,67.04374884088087,0.08163560803879522
2.0,0.2,oracle,0.5697917510736569,0.8858760982827992,0.6759305080625558,57.372228525252396,0.0,0.08104691678146017,nan,0.7994489911676526,0.09545417713313346,0.10509683169921401,75.09177604761015,0.23597187941224218
2.0,0.3,stepwise,0.5937282229965157,0.8913470205809945,0.8948787618507413,92.47033772062072,0.0,0.0,nan,0.700008103071064,0.20978850984523134,0.09020338708370472,92.47033772062072,0.0
2.0,0.3,skip_onu,0.6465764524754882,0.8974731300367433,1.2773895794506118,103.55342666261336,0.0,0.2999918969289361,nan,0.700008103071064,0.0,0.2999918969289361,137.5754870488378,0.2472974009835559
2.0,0.3,schedule,0.6290576128352645,0.8954267462562864,1.1497266347945874,89.48024724132658,0.0,0.20064824568511466,nan,0.700008103071064,0.06945952516003566,0.2305323717689004,122.71232957635081,0.2708129040476527
