req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
166,12,298,cloud,465.9091675608579
167,9,311,cloud,477.72733442344907
171,50,48,cloud,238.63679536952986
170,12,221,cloud,395.90915503291035
169,14,557,cloud,701.3637269986721
172,24,431,cloud,586.818402649682
173,66,1,cloud,195.90959334385116
174,20,14,cloud,207.72737544195843
176,179,93,cloud,279.54685426832293
175,27,626,cloud,764.0910613171291
177,239,151,cloud,332.2748411898574
178,60,233,cloud,406.8187010225447
180,231,237,cloud,410.4566884842061
179,593,443,cloud,597.732513603296
182,361,12,cloud,205.91229260306864
183,16,235,cloud,408.63644974058116
184,130,146,cloud,327.7281112437922
181,38,1062,cloud,1160.454756137915
185,43,74,cloud,262.27292574126477
186,30,248,cloud,420.4547051759
188,27,13,cloud,206.81835165851226
187,32,183,cloud,361.3638620294005
189,14,334,cloud,498.6364608657823
190,3,19,cloud,212.27274331767694
193,53,204,cloud,380.45478729783645
192,28,655,cloud,790.4546355843995
194,429,183,cloud,361.36508423969644
191,110,1101,cloud,1195.9100488421172
195,1,8,cloud,202.2727333796429
197,1,9,cloud,203.18182415533374
196,19,297,cloud,465.000124250284
198,84,308,cloud,475.00079586188804
199,13,110,cloud,295.00012405696907
200,15,225,cloud,399.54557087817375
201,66,1,cloud,195.90963958038628
202,261,14,cloud,207.72920013467228
203,29,43,cloud,234.0911389448811
204,12,149,cloud,330.4546362981273
205,260,103,cloud,288.638571132753
206,6,35,cloud,226.81821630744525
207,20,64,cloud,253.18192478174024
208,2,25,cloud,217.72729111247463
209,61,141,cloud,323.1823339918774
210,268,269,cloud,439.54794361504173
212,283,87,cloud,274.0933712953556
211,133,295,cloud,463.18252051301533
213,19,403,cloud,561.3637073830323
214,31,551,cloud,695.9093550541438
215,42,200,cloud,376.81836798933364
216,11,210,cloud,385.909166167723
217,11,334,cloud,498.63643523949577
218,14,31,cloud,223.18194760691404
219,61,8,cloud,202.27321723838395
220,237,163,cloud,343.1839816865904
221,8,83,cloud,270.45458135134686
222,66,1,cloud,195.9094390722821
223,19,29,cloud,221.36374034276378
224,12,12,cloud,205.90918097965914
226,7,25,cloud,217.72730178917845
225,9,185,cloud,363.18185560510756
227,12,492,cloud,642.2728299699083
228,12,79,cloud,266.818255147984
229,7,281,cloud,450.4545778120082
231,149,64,cloud,253.18237747610692
232,6,86,cloud,273.1818544209018
230,61,361,cloud,523.1823071127365
233,6,9,cloud,203.18185265640204
234,270,22,cloud,215.0009726313947
235,1,9,cloud,203.1818217043765
236,25,181,cloud,359.54566596689256
238,157,139,cloud,321.3647643049044
237,481,675,cloud,808.6399918788738
242,4,15,cloud,208.63639964524918
239,42,497,cloud,646.8184980492515
241,8,332,cloud,496.81820756108937
240,7,353,cloud,515.909124074351
243,458,99,cloud,285.0034891413161
244,19,42,cloud,233.18196219379752
245,8,79,cloud,266.8182162021476
247,25,32,cloud,224.09104232444224
250,66,1,cloud,195.9096025066392
251,234,2,cloud,196.8196212913972
249,23,160,cloud,340.45470272622333
248,10,374,cloud,535.000069755486
246,88,669,cloud,803.1824567147123
253,1,9,cloud,203.1818241506553
252,33,1109,cloud,1203.1819504447194
254,315,111,cloud,295.91060438079876
255,5,119,cloud,303.1818627993998
256,777,26,cloud,218.64159205029137
260,671,45,cloud,235.91482424002606
257,141,592,cloud,733.1824032291988
259,6,407,cloud,565.0000299353269
258,12,540,cloud,685.9091959169091
261,4,26,cloud,218.6363780577667
262,10,487,cloud,637.7273640673229
263,10,307,cloud,474.0909617872676
264,25,225,cloud,399.54560213678633
265,127,7,cloud,201.3645605736092
266,6,225,cloud,399.54550671011384
269,115,53,cloud,243.18269566164236
267,21,323,cloud,488.63653450222046
