req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
853,25,527,user,29710244.964104883
854,2,15,user,29713290.359766286
855,56,171,user,29742703.80325406
856,84,393,user,29810339.79607919
857,258,122,user,29831309.076190177
858,28,439,user,29905991.42384093
859,28,215,user,29943280.82242103
860,30,7,user,29944731.825309213
861,89,342,user,30002638.28652898
862,12,3,user,30003331.829717115
863,65,298,user,30054666.873392627
864,26,55,user,30064582.659683526
865,84,14,user,30067311.680699382
866,26,717,user,30190161.29827934
867,43,766,user,30321299.58329435
868,23,157,user,30347576.5377017
869,77,4,user,30348656.23061488
870,107,81,user,30362866.544001542
871,1,9,user,30364934.91495088
872,12,460,user,30443643.80383836
873,120,56,user,30453236.992246907
874,139,1283,user,30672611.781170927
875,3,23,user,30676689.39953167
876,8,18,user,30680286.079948906
877,33,118,user,30700812.0610892
878,6,233,user,30740997.89396701
879,15,196,user,30774984.857007418
880,10,521,user,30864452.521076724
881,45,801,user,31000836.41648937
882,16,263,user,31046051.807866674
883,58,130,user,31068791.400857925
884,22,64,user,31079762.99183221
885,16,480,user,31162138.871649
886,210,44,user,31169580.34622377
887,32,379,user,31234664.40624137
888,18,141,user,31258764.842411067
889,107,13,user,31261395.450924404
890,25,177,user,31291283.375910345
891,57,183,user,31322899.03661698
892,33,4,user,31323956.404791933
893,28,22,user,31328184.494182877
894,68,45,user,31336456.26345421
895,17,481,user,31419076.814967223
896,1,7,user,31420858.19696806
897,8,23,user,31425284.062431052
898,109,89,user,31440959.116734017
899,11,533,user,31532490.47218257
900,28,1,user,31533255.186734658
901,8,64,user,31544531.823862158
902,79,558,user,31640310.57235818
903,12,237,user,31681152.372743003
904,15,532,user,31772523.448243108
905,291,94,user,31788797.49681629
906,50,245,user,31831117.2015274
907,151,117,user,31851264.714583892
908,1056,3,user,31852278.96400059
909,5,35,user,31858817.531507384
910,35,25,user,31863654.665139087
911,10,474,user,31945010.139194183
912,100,176,user,31975430.010098685
913,75,534,user,32066690.937960148
914,401,98,user,32084014.041849684
915,494,470,user,32164266.441319328
916,522,205,user,32199116.037542313
917,12,36,user,32205831.799530905
918,19,10,user,32208096.210507784
919,127,359,user,32269407.416420083
920,27,289,user,32319259.726229142
921,14,251,user,32362370.598756094
922,167,1,user,32363068.7877945
923,3,11,user,32365425.867025852
924,2,9,user,32367328.452391755
925,325,576,user,32466211.221284896
926,172,50,user,32474700.6354584
927,253,12,user,32477257.9670453
928,8,390,user,32543790.428570032
929,251,462,user,32622848.99339785
930,28,39,user,32630077.488616344
931,556,104,user,32648410.94260232
932,9,354,user,32709415.1885559
933,70,245,user,32751714.99703044
934,66,1,user,32752236.13533636
935,309,164,user,32780768.22627826
936,47,51,user,32789523.760042235
937,22,316,user,32843816.624827966
938,25,6,user,32844826.176738348
939,22,196,user,32878422.096861582
940,20,477,user,32960162.223025076
941,16,746,user,33087853.65355716
942,6,237,user,33128674.974278647
943,25,417,user,33200386.512445066
944,328,141,user,33224734.636381313
945,176,39,user,33231961.086658675
946,74,118,user,33252516.871315207
947,3,4,user,33253759.06098875
948,557,609,user,33358279.90766541
949,2,15,user,33361337.38888163
950,1,9,user,33362988.1793394
951,122,493,user,33447697.333080787
952,556,160,user,33475548.66833679
953,14,482,user,33557992.07541403
954,5,423,user,33630691.60878826
955,7,249,user,33673771.07448217
956,3,15,user,33676632.363866836
957,46,404,user,33745668.09929507
958,42,538,user,33837774.11848352
959,561,473,user,33918920.91706381
960,27,457,user,33996992.40608344
961,28,13,user,33999743.264870316
962,5209,71,user,34012160.89014342
963,15,600,user,34114985.22990226
964,132,19,user,34118755.977742255
965,16,510,user,34205855.22583459
966,27,453,user,34283407.33930926
967,30,346,user,34342931.28216775
968,31,24,user,34347441.48479511
969,6,11,user,34349807.328402355
970,64,149,user,34375121.17852607
971,12,35,user,34381497.90950214
972,1,23,user,34385818.301691785
973,1,9,user,34387890.26296926
974,20,48,user,34396605.715134
975,197,213,user,34433220.6885576
976,6,35,user,34439621.3045382
977,30,360,user,34501648.37646094
978,9,399,user,34570187.71888189
979,75,265,user,34615405.86856011
980,12,98,user,34632672.749597766
981,11,105,user,34650601.94735894
982,7,18,user,34654149.1990931
983,3,28,user,34659370.76633709
984,6,277,user,34706921.55938252
985,1153,95,user,34723348.885298625
986,31,37,user,34729855.3169097
987,92,928,user,34888716.96656684
988,20,455,user,34966769.52218636
989,20,607,user,35070912.911405236
990,87,89,user,35086642.027006686
991,1,67,user,35098464.23115293
992,116,347,user,35157053.16430119
993,15,94,user,35173644.54948118
994,1,9,user,35175176.44048004
995,7,57,user,35185411.71864637
996,18,77,user,35198237.54986959
997,10,1,user,35198958.756171
998,17,79,user,35212835.09588961
999,260,105,user,35231280.93778563
