req_id,prompt_tokens,generation_tokens,offload_target,total_latency_ms
546,20,156,edge,2880864.7473551542
547,10,303,edge,2888602.507493974
548,20,14,edge,2889080.370436851
549,45,214,edge,2894674.6985888435
550,38,25,edge,2895541.888487826
551,8,29,edge,2896314.6333960514
552,24,62,edge,2897740.271900433
553,10,278,edge,2904824.345991509
554,11,177,edge,2909297.5192843657
555,28,10,edge,2909666.058992039
556,7,151,edge,2913718.2448743875
557,3,9,edge,2914041.325041911
558,14,217,edge,2919315.931916407
559,61,10,edge,2919833.122440459
560,11,265,edge,2926371.589458031
561,19,544,edge,2940265.0337070483
562,455,454,edge,2951752.7317538704
563,11,141,edge,2955566.9502019193
564,18,279,edge,2962437.9834536365
565,11,19,edge,2963130.051485947
566,10,60,edge,2964878.542127151
567,15,231,edge,2970046.9937850013
568,46,305,edge,2977748.735751939
569,15,181,edge,2982272.777175154
570,42,199,edge,2987470.8609539764
571,111,466,edge,2999417.7555142795
572,295,197,edge,3004378.3887577155
573,9,415,edge,3014826.008152081
574,5,19,edge,3015356.7642125147
575,225,18,edge,3015958.9407731807
576,35,608,edge,3031403.4947523656
577,5,53,edge,3032861.096265385
578,42,352,edge,3041671.9381485884
579,35,697,edge,3058908.290353821
580,16,434,edge,3069646.469798871
581,80,424,edge,3080330.3873135303
582,9,340,edge,3089000.7674104962
583,12,500,edge,3101515.6180428416
584,208,209,edge,3106897.8574270806
585,82,336,edge,3115588.3314384893
586,31,20,edge,3116170.509641363
587,8,12,edge,3116699.720144052
588,24,193,edge,3121812.8569812174
589,33,392,edge,3131652.4971890985
590,403,204,edge,3136806.0032342616
591,4,28,edge,3137703.8880326664
592,61,184,edge,3142480.222001917
593,127,107,edge,3145103.414875555
594,28,528,edge,3158146.1967464825
595,35,73,edge,3159373.6364576253
596,9,35,edge,3160071.226868161
597,16,13,edge,3160691.641451454
598,29,232,edge,3166731.4354043338
599,1,9,edge,3166916.1871027458
600,26,14,edge,3167334.2160151056
601,37,370,edge,3176424.043000139
602,398,366,edge,3185750.943458386
603,9,29,edge,3185978.120234121
604,548,411,edge,3196346.969960121
605,41,293,edge,3203889.3616690272
606,40,744,edge,3221836.3213546146
607,20,18,edge,3222555.162054631
608,18,143,edge,3226176.839664203
609,9,256,edge,3232046.209819769
610,21,850,edge,3253244.30546998
611,28,55,edge,3254862.277069848
612,49,52,edge,3256301.6521054287
613,107,47,edge,3257223.012241883
614,66,79,edge,3259219.608990395
615,70,330,edge,3267447.06875357
616,136,39,edge,3268525.2554024025
617,21,340,edge,3277125.447882108
618,460,284,edge,3284335.183201978
619,8,309,edge,3292282.9645842435
620,1,9,edge,3292505.1622103597
621,35,638,edge,3308025.1804691325
622,66,1,edge,3307642.531740951
623,8,33,edge,3308742.782443159
624,9,449,edge,3319454.7287972253
625,10,18,edge,3319910.885937654
626,17,254,edge,3325979.8355301046
627,1,9,edge,3326407.989670621
628,51,133,edge,3330004.0748322713
629,158,129,edge,3333443.2474083523
630,28,1652,edge,3374606.3097810117
631,18,478,edge,3386672.9123106305
632,85,2,edge,3386805.159262394
